[Cards]
51=5|Umi|8|Field|Magic|Increases the ATK and DEF of all Fish, Sea Serpent, Thunder, and Aqua-Type monsters by 200 points. Also decreases the ATK and DEF of all Machine and Pyro-Type monsters by 200 points.||||
52=5|Yami|8|Field|Magic|Increases the ATK and DEF of all Fiend and Spellcaster-Type monsters by 200 points. Also decreases the ATK and DEF of all Fairy-Type monsters by 200 points.||||
53=5|Dark Hole|8|Normal|Magic|Destroys all monsters on the field.||||
54=5|Raigeki|8|Normal|Magic|Destroys all of your opponent's monsters on the field.||||
55=5|Red Medicine|8|Normal|Magic|Increases your Life Points by 500 points.||||
56=5|Sparks|8|Normal|Magic|Inflicts 200 points of Direct Damage to your opponent's Life Points.||||
57=5|Hinotama|8|Normal|Magic|Inflicts 500 points of Direct Damage to your opponent's Life Points.||||
58=5|Fissure|8|Normal|Magic|Destroy 1 face-up monster with the lowest ATK on your opponent's side of the field.||||
59=6|Trap Hole|9|Normal|Trap|If the ATK of a monster summoned by your opponent (excluding Special Summon) is 1000 points or more, the monster is destroyed.||||
60=5|Polymerization|8|Normal|Magic|Send Fusion Material Monsters that are listed by a Fusion Monster Card from your hand or your side of the field to the Graveyard, and Special Summon the Fusion Monster from your Fusion Deck.||||
61=5|Remove Trap|8|Normal|Magic|Destroys 1 face-up TRAP CARD on the field.||||
62=6|Two-Pronged Attack|9|Normal|Trap|Select and destroy 2 of your monsters and 1 of your opponent's monsters.||||
63=3|Mystical Elf|5||Spellcaster|A delicate elf that lacks offense, but has a terrific defense backed by mystical power.|4||800|2000
64=3|Tyhone|7||Windged Beast|Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly effective in mountain battles.|4||1200|1400
65=3|Beaver Warrior|3||Beast-Warrior|What this creature lacks in size it makes up for in defense when battling in the prairie.|4||1200|1500
66=5|Gravedigger Ghoul|8|Normal|Magic|Select 2 Monster Cards from your opponent's Graveyard. These Monster Cards are eliminated from play for the remainder of the Duel.||||
67=3|Curse of Dragon|2||Dragon|A wicked dragon that taps into dark forces to execute a powerful attack.|5|1|2000|1500
68=2|Karbonala Warrior|3||Warrior|"M-Warrior #1" + "M-Warrior #2"|4||1500|1200
69=3|Giant Soldier of Stone|3||Rock|A giant warrior made of stone. A punch from this creature has earth-shaking results.|3||1300|2000
70=3|Uraby|3||Dinosaur|Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.|4||1500|800
71=3|Red-Eyes B. Dragon|2||Dragon|A ferocious dragon with a deadly attack.|7|2|2400|2000
72=1|Reaper of the Cards|2||Fiend|FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.|5|1|1380|1930
73=3|Witty Phantom|2||Fiend|Dressed in a night-black tuxedo, this creature presides over death.|4||1400|1300
74=3|Larvas|3||Beast|A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.|3||800|1000
75=3|Hard Armor|3||Warrior|A living suit of armor that attacks enemies with a bone-jarring tackle.|3||300|1200
76=3|Man Eater|3||Plant|Man-eating plant with poison feelers for attacking enemies.|2||800|600
77=3|M-Warrior #1|3||Warrior|Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape.|3||1000|500
78=3|M-Warrior #2|3||Warrior|Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armor.|3||500|1000
79=3|Spirit of the Harp|5||Fairy|A spirit that soothes the soul with the music of its heavenly harp.|4||800|2000
80=3|Armaill|3||Warrior|A strange warrior who manipulates three deadly blades with both hands and his tail.|3||700|1400
81=3|Terra the Terrible|2||Fiend|Known as a swamp dweller, this creature is a minion of the dark forces.|4||1200|1300
82=3|Frenzied Panda|3||Beast|A savage beast that carries a big bamboo stick for beating down its enemies.|4||1200|1000
83=3|Kumootoko|3||Insect|A massive, intelligent spider that traps enemies with webbing.|3||700|1400
84=3|Meda Bat|2||Fiend|An eyeball fiend created by a servant of the wicked, it uses "Dark Bombs" to blow away its enemies.|2||800|400
85=3|Enchanting Mermaid|6||Fish|A beautiful mermaid that lures voyagers to a watery death.|3||1200|900
86=3|Fireyarou|4||Pyro|A malevolent creature wrapped in flames that attacks enemies with intense fire.|4||1300|1000
87=2|Dragoness the Wicked Knight|7||Warrior|"Armaill" + "One-Eyed Shield Dragon"|3||1200|900
88=3|One-Eyed Shield Dragon|7||Dragon|This dragon wears a shield not only for its own protection, but also for ramming its enemies.|3||700|1300
89=5|Dark Energy|8|Equip|Magic|A Fiend-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
90=5|Laser Cannon Armor|8|Equip|Magic|A Insect-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
91=5|Vile Germs|8|Equip|Magic|A Plant-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
92=5|Silver Bow and Arrow|8|Equip|Magic|A Fairy-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
93=5|Dragon Treasure|8|Equip|Magic|A Dragon-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
94=5|Electro-Whip|8|Equip|Magic|A Thunder-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
95=5|Mystical Moon|8|Equip|Magic|A Beast-Warrior-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
96=5|Stop Defense|8|Normal|Magic|Select 1 of your opponent's monsters and switch it to Attack Position. If the card is face-down, flip it face-up. If the card has a flip effect, it is activated immediately.||||
97=5|Machine Conversion Factory|8|Equip|Magic|A Machine-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
98=5|Raise Body Heat|8|Equip|Magic|A Dinosaur-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
99=5|Follow Wind|8|Equip|Magic|A Winged Beast-Type monster equipped with this card increases its ATK and DEF by 300 points.||||
100=5|Goblin's Secret Remedy|8|Normal|Magic|Increase your Life Points by 600 points.||||
101=5|Final Flame|8|Normal|Magic|Inflicts 600 points of Direct Damage to your opponent's Life Points.||||
102=5|Swords of Revealing Light|8|Normal|Magic|Flip all face-down monsters on your opponent's side of the field face-up. This card remains face-up on the field for 3 of your opponent's turns. As long as this card remains face-up on the field, your opponent cannot declare an attack.||||
103=2|Metal Dragon|7||Machine|"Steel Ogre Grotto #1" + "Lesser Dragon"|6||1850|1700
104=3|Spike Seadra|6||Sea Serpent|Using the spikes sprouting from its body, this creature stabs its opponents and floods them with electricity.|5|1|1600|1300
105=3|Tripwire Beast|3||Thunder|This creature attacks with electromagnetic waves.|4||1200|1300
106=3|Skull Red Bird|7||Winged Beast|This monster swoops down and attacks with a rain of knives stored in its wings.|4||1550|1200
107=1|Armed Ninja|3||Warrior|FLIP: Destroys 1 Magic Card on the field. If this card's target is face-down, flip it face-up. If the card is a Magic Card, it is destroyed. If not, it is returned to its face-down position. The flipped card is not activated.|1||300|300
108=2|Flower Wolf|3||Beast|"Silver Fang" + "Darkworld Thorns"|5||1800|1400
109=1|Man-Eater Bug|3||Insect|FLIP: Destroys 1 monster on the field (regardless of position).|2||450|600
110=3|Sand Stone|3||Rock|Appears from underground and attacks with long, snake-like tentacles.|5|1|1300|1600
111=1|Hane-Hane|3||Beast|FLIP: Select 1 Monster Card on the field (regardless of position) and return it to its owner's hand.|2||450|500
112=3|Misairuzame|6||Fish|A missile-launching fish protected by deadly spikes.|5|1|1400|1600
113=3|Steel Ogre Grotto #1|3||Machine|A steel idol worshipped in the Land of Machines.|5|1|1400|1800
114=3|Lesser Dragon|7||Dragon|A minor dragon incapable of breathing fire.|4||1200|1000
115=3|Darkworld Thorns|3||Plant|A thorny plant found in the darklands that wraps itself around any unwary traveler.|3||1200|900
116=3|Drooling Lizard|3||Reptile|A blood-sucking snake in human form that attacks any living being that passes nearby.|3||900|800
117=3|Armored Starfish|6||Aqua|A bluish starfish with a solid hide capable of fending off attacks.|4||850|1400
118=3|Succubus Knight|2||Warrior|An unworthy warrior wizard adept in casting death-dealing spells.|5|1|1650|1300
119=5|Monster Reborn|8|Normal|Magic|Select 1 monster from either you or your opponent's Graveyard. Special Summon the selected monster on your side of the field.||||
120=5|Pot of Greed|8|Normal|Magic|Draw 2 cards from your Deck.||||
121=3|Right Leg of the Forbidden One|2||Spellcaster|A forbidden right leg sealed by magic. Whosoever breaks this seal will know infinite power.|1||200|300
122=3|Left Leg of the Forbidden One|2||Spellcaster|A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power.|1||200|300
123=3|Right Arm of the Forbidden One|2||Spellcaster|A forbidden right arm sealed by magic. Whosoever breaks this seal will know infinite power.|1||200|300
124=3|Left Arm of the Forbidden One|2||Spellcaster|A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power.|1||200|300
125=1|Exodia the Forbidden One|2||Spellcaster|When you have "Right Leg of the Forbidden One", "Left Leg of the Forbidden One", "Right Arm of the Forbidden One" and "Left Arm of the Forbidden One" in addition to this card in your hand, you win the Duel.|3||1000|1000
126=2|Gaia the Dragon Champion|7||Dragon|"Gaia the Fierce Knight" + "Curse of Dragon"|7||2600|2100

New=Frame|Name|Attribute|Icon|Type|Description|Level|Cost|Attack|Deffence

MaxCard=126
iListAll=63
iListNor=9
iListEff=0
iListFus=0
iListRit=0
iListMag=0
iListTrp=0

[Frames]
1 = Effect
2 = Fusion
3 = Normal
4 = Ritual
5 = Magic
6 = Trap


[Icons/Attributes]
2 = Dark
3 = Earth
4 = Fire
5 = Light
6 = Water
7 = Wind
8 = Magic
9 = Trap
